Date,Adj Close,Close,High,Low,Open,Volume,SMA_10,SMA_50,SMA_200,Dist_SMA_10,Dist_SMA_50,EMA_12,EMA_26,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BB_Width,BB_Position,ATR,Vol_Change,Vol_SMA_20,Vol_Ratio,Returns,Returns_5d,Returns_20d,Trend_Strength
2015-10-16,68.36853790283203,71.98999786376953,73.63999938964844,71.20999908447266,72.5,15953500,68.28299942016602,67.10520011901856,81.88744974136353,0.054288746468110105,0.07279313281366018,67.83736783780175,66.48418925930204,65.1926921801016,1.3531785784997084,1.3640746394345706,-0.010896060934862284,0.30356724795733936,0.8995971315378871,2.553001338087313,-0.12357853101137173,16487275.0,0.9676250320322795,0.002925593313512609,0.047736847955192285,0.09490491047558214,0.017551535485454194
2015-10-19,68.99534606933594,72.6500015258789,73.0,71.52200317382812,71.80000305175781,10886900,69.15499954223633,66.98180015563965,81.73269975662231,0.05053867409120594,0.08462300740004847,68.57777302058285,66.9409160938633,66.41996110595211,1.6368569267195596,1.3182023901235373,0.31865453659602216,0.32327062088699304,0.8833500202620578,2.4762153015219246,-0.3175854828094149,15913865.0,0.6841141356923663,0.009167991133411713,0.03342814185073251,0.13693270408540337,0.032444624980920315
2015-10-20,68.17860412597656,71.79000091552734,73.0,71.55000305175781,72.98999786376953,11093400,69.94199981689454,66.80820014953613,81.58664976119995,0.026421908202093114,0.07456870196832854,69.0719619274974,67.3001075621347,63.28860867350077,1.7718543653626995,1.1625598630133418,0.6092945023493577,0.3325833616792356,0.8072593567809221,2.402913990573372,0.01896775023193009,15723640.0,0.7055236573719571,-0.01183758557864889,0.030281294505029255,0.15977381495723653,0.04690741047272715
2015-10-21,65.98480987548828,69.4800033569336,71.79000091552734,68.88999938964844,71.79000091552734,16800200,70.2620002746582,66.651000289917,81.41744977951049,-0.01112972751512542,0.042445020400460054,69.13473753202605,67.4615813247124,55.693480037558196,1.673156207313653,0.8510893639714363,0.8220668433422167,0.3266169446163358,0.6806925368928578,2.438420243095196,0.514432004615357,15429420.0,1.088841965543747,-0.03217714903377478,0.013714654637439594,0.15800005594889321,0.054177731302368574
2015-10-22,67.4188461303711,70.98999786376953,71.62999725341797,70.06999969482422,70.16000366210938,10811400,70.59100036621095,66.60320030212402,81.26174978256226,0.00565224313989976,0.06586466628849985,69.42016219844812,67.7229455127907,59.144948266803546,1.6972166856574233,0.7001198738521652,0.9970968118052581,0.3210463348643386,0.7273207010041661,2.4178183611944233,-0.35647194676253857,14937705.0,0.7237657993647618,0.021732792658036848,-0.011005864153834422,0.18474632899040144,0.05987400073866649
2015-10-23,71.8159408569336,75.62000274658203,75.76000213623047,72.83999633789062,73.9800033569336,22510800,71.28200073242188,66.61340034484864,81.11469980239868,0.06085690594522064,0.13520706577216313,70.37398382123796,68.30791271529377,67.50399844161642,2.0660711059441894,0.855179435311145,1.2108916706330444,0.32534242109287315,0.8964602640821071,2.585831640570603,1.082135523613963,15212790.0,1.4797285704989025,0.06522052432932202,0.05042373927669441,0.2765023734641321,0.07008500336875939
2015-10-26,72.50921630859375,76.3499984741211,77.41999816894531,75.12999725341797,75.44000244140625,24819700,71.8870002746582,66.64520027160644,80.98134981155395,0.06208352250631055,0.1456188617179277,71.29337069091228,68.9036227715032,68.59501977879255,2.389747919409089,0.9430849990208356,1.4466629203882535,0.31443431972708935,0.8942824154579845,2.5647008744960846,0.10256854487623723,15420695.0,1.6095059269377936,0.009653473962245585,0.05092906910572048,0.33037113235956084,0.0786523257742386
2015-10-27,75.44377136230469,79.44000244140625,82.79000091552734,76.3499984741211,76.3499984741211,50815800,72.86300048828124,66.73020027160644,80.87044981002808,0.09026531859860487,0.19046551813224233,72.54669865252674,69.68409533964416,72.76350226781841,2.862603312882584,1.1327523139954643,1.7298509988871196,0.3114911685755953,0.9852333077776019,2.841508129275382,1.0473978331728424,17122935.0,2.967703842828347,0.04047156554079723,0.10656082223595997,0.3739191086249236,0.09190441796537367
2015-10-28,78.20738220214844,82.3499984741211,82.54499816894531,79.19999694824219,79.4800033569336,25027100,74.24400024414062,66.89960029602051,80.77834981918333,0.10918051564200582,0.23094903571523506,74.05489862507972,70.62231038664245,75.99496954033287,3.432588238437262,1.3621897916401138,2.070398446797148,0.31991274938444403,1.0421362158496477,2.877471921520221,-0.5074937322643744,17535935.0,1.4271893685737316,0.036631368873147,0.18523308139568728,0.3964727279878324,0.10978241896247909
2015-10-29,78.08391571044922,82.22000122070312,82.52999877929688,80.81999969482422,81.97000122070312,16431700,75.28800048828126,67.08160026550293,80.69154981613158,0.09207311507098459,0.22567143442141768,75.31106825517563,71.48139859657287,75.56366110252033,3.8296696586027537,1.4074169694444842,2.4222526891582694,0.31199941907326817,0.9885015634009614,2.7940810045882523,-0.34344370702158855,17950135.0,0.9154081570974257,-0.0015785944848416555,0.15819134659623568,0.39663670311656296,0.12233459235167521
2015-10-30,79.6129379272461,83.83000183105469,84.44000244140625,82.5999984741211,82.69999694824219,20740500,76.47200088500976,67.35180030822755,80.62914983749388,0.09621823492115866,0.24465866461500063,76.62167342069549,72.39610994727524,77.28325450089669,4.225563473420252,1.4426486274095858,2.782914846010666,0.3248911543249494,0.9870335710579586,2.7530753057393147,0.26222484587717654,17869345.0,1.1606748876357806,0.019581617446463362,0.1085691455471911,0.3264240635929341,0.1354113852197668
2015-11-02,80.10677337646484,84.3499984741211,84.83000183105469,82.75,83.5199966430664,13827400,77.64200057983399,67.67520027160646,80.56644983291626,0.08639651019025107,0.24639451579887894,77.81064650583788,73.28158317148603,77.82599588282991,4.5290633343518465,1.3969187906729443,3.132144543678902,0.3326117471557945,0.9485891613160764,2.704998628976127,-0.333314047395193,17881540.0,0.7732779167789798,0.006202989761522115,0.10478061768019042,0.3194118265519874,0.14727404231131866
2015-11-03,79.2425537109375,83.44000244140625,84.58999633789062,83.12999725341797,84.0,11641300,78.8070007324219,68.02800025939942,80.48344984054565,0.058789214992650995,0.22655380318749496,78.67670126515608,74.0340586729616,74.47273184738013,4.642642592194477,1.2083984388124596,3.4342441533820174,0.3263721376924209,0.8734691466089655,2.616070090083022,-0.15809913649709995,17982560.0,0.6473661147244886,-0.010788334904286101,0.05035246572342866,0.30538180274768023,0.15844946833540274
2015-11-04,81.10395812988281,85.4000015258789,85.5999984741211,84.02999877929688,84.44999694824219,23728500,80.39900054931641,68.36460029602051,80.3939998435974,0.06220227791880206,0.24918453638424953,79.71105515142114,74.8759803657703,76.79214987501558,4.835074785650832,1.1206645058150513,3.7144102798357808,0.33081125145315593,0.9040702065589373,2.5834933716995807,1.0383032822794704,18380480.0,1.2909619335294835,0.023489921226320876,0.03703707478168683,0.28847319098856605,0.17603262801488828
