Date,Adj Close,Close,High,Low,Open,Volume,SMA_10,SMA_50,SMA_200,Dist_SMA_10,Dist_SMA_50,EMA_12,EMA_26,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BB_Width,BB_Position,ATR,Vol_Change,Vol_SMA_20,Vol_Ratio,Returns,Returns_5d,Returns_20d,Trend_Strength
2015-10-30,19.12723159790039,24.18000030517578,24.549999237060547,23.200000762939453,23.200000762939453,19729747,22.627999877929685,22.06659999847412,23.47330000877381,0.0685876098470306,0.09577371714934779,22.692707477832556,22.25957938554811,66.12964832174764,0.43312809228444493,0.25985968212442256,0.17326841016002237,0.17379727187322558,1.0569570662260976,0.8756199351263302,-0.057848599055907335,12632143.149999999,1.5618685416813063,0.024576267556396303,0.06613756524763748,0.1569378347613657,0.02544115901382108
2015-11-02,18.9373836517334,23.940000534057617,24.56999969482422,23.579999923706055,23.809999465942383,14877587,22.797999954223634,22.019200019836425,23.483500013351446,0.05009213887740227,0.08723298360025811,22.884598717251798,22.384055026178444,63.574163448469726,0.5005436910733536,0.261820224730665,0.23872346634268862,0.17933786133016572,0.9355538798495007,0.8837899234114611,-0.24593118198626673,13075772.85,1.1377979084425591,-0.009925548721634647,0.05695368376394927,0.15373496549675258,0.03536912938188543
2015-11-03,18.470672607421875,23.350000381469727,24.18000030517578,23.25,23.989999771118164,9839522,22.89400005340576,21.938200035095218,23.492350015640262,0.019917896697835058,0.06435351779617315,22.956198973285325,22.4556065339778,57.6737644501714,0.5005924393075247,0.20949517837186887,0.29109726093565585,0.16767659252063602,0.7668395227023803,0.8870906649660555,-0.3386345514228887,13208392.149999999,0.7449447206183988,-0.024644951521556657,0.03870110573618146,0.14125129160882155,0.0435678413352746
2015-11-04,19.356630325317383,24.469999313354492,24.5,23.459999084472656,23.459999084472656,12616371,23.19599990844727,21.878600006103515,23.506750011444094,0.05492323719329173,0.11844447572184924,23.189091333295966,22.604820813931628,64.42385737936397,0.5842705193643383,0.2345386067429459,0.34973191262139236,0.16842334808405465,1.006536332478215,0.9058698759349282,0.28221381079284136,13535968.899999999,0.9320626468046924,0.04796569223071967,0.07277509365533552,0.1913338959423434,0.060214086000760454
2015-11-05,19.633493423461914,24.81999969482422,25.600000381469727,24.360000610351562,24.469999313354492,27428247,23.497999954223637,21.87259998321533,23.522650012969972,0.056260096313557106,0.13475305696948126,23.44000031199262,22.76890813844219,66.23598897775666,0.6710921735504307,0.2570882087432307,0.41400396480720003,0.1790493145325415,1.0135398145572931,0.929736297019445,1.1740203264472804,14302319.25,1.9177482001738984,0.0143032444336324,0.05169488532349398,0.17352246536583982,0.07431215183634371
2015-11-06,19.760061264038086,24.979999542236328,25.170000076293945,24.450000762939453,24.780000686645508,16899879,23.727999877929694,21.854199981689455,23.540450010299683,0.05276465234101613,0.1430296951234007,23.67692327049165,22.932692686871384,67.06195916780965,0.744230583620265,0.26418129505045196,0.480049288569813,0.1864132944927258,0.9823978444348909,0.9147550839005198,-0.38385129024104236,14656276.45,1.1530813476160926,0.00644640811359376,0.0330851624054489,0.1783018227954425,0.08574095129587003
2015-11-09,19.696775436401367,24.899999618530273,26.110000610351562,24.799999237060547,25.649999618530273,30457833,23.95299987792969,21.844399986267092,23.56810000419617,0.03953574689712025,0.13988022716046866,23.86508886249759,23.078419126253525,66.1900767644713,0.7866697362440647,0.24529635813940132,0.5413733781046633,0.19609386975055942,0.9057126154073761,0.9429869617141268,0.8022515427477321,15303640.0,1.9902345455068207,-0.0032025590541261417,0.040100211489424886,0.13284804991387422,0.09652816708118384
2015-11-10,19.680957794189453,24.8799991607666,25.200000762939453,24.579999923706055,24.709999084472656,17597203,24.192999839782715,21.88199996948242,23.596999998092656,0.02839661577867636,0.13700754937689985,24.021228908385133,23.21186949918042,65.9591937094957,0.8093594092047134,0.21438882488003996,0.5949705843246734,0.2010491070744045,0.8573070499748675,0.9199165243940748,-0.42224376238454,15623716.15,1.126313537128617,-0.000803231247794356,0.06552457191868233,0.13451886979201633,0.10561191269186165
2015-11-11,19.5781192779541,24.75,25.09000015258789,24.43000030517578,24.90999984741211,17346899,24.386999893188477,21.962999954223633,23.624549999237068,0.014884984147349511,0.12689523524041202,24.133347537864342,23.325805091833722,64.38708266167723,0.8075424460306202,0.1700574893647574,0.6374849566658628,0.19964760274164914,0.7981558764911724,0.9013510474667916,-0.014224078678867325,15851190.85,1.0943593553414317,-0.005225046830853564,0.011442611136188274,0.1348005779939887,0.11036743359363767
2015-11-12,19.356630325317383,24.469999313354492,24.780000686645508,24.260000228881836,24.700000762939453,11679013,24.473999786376957,22.063999938964844,23.6501999950409,-0.00016345808030493458,0.10904638238965325,24.185140118708983,23.41056021935378,61.01389971184111,0.7745798993552029,0.10967595415147202,0.6649039452037309,0.19805365484486367,0.7153557121182059,0.8741117196308545,-0.3267377068374008,15826665.25,0.737932648193213,-0.011313159056384192,-0.014101546566203771,0.09829436980321349,0.10922769461923687
