Date,Adj Close,Close,High,Low,Open,Volume
2015-01-05,12.791049003601074,13.420000076293945,13.699999809265137,12.583333015441895,12.766666412353516,57644676
2015-01-06,12.813286781311035,13.44333267211914,13.816665649414062,13.016666412353516,13.126666069030762,41667201
2015-01-07,12.37166976928711,12.979999542236328,13.416666030883789,12.966666221618652,13.416666030883789,33502194
2015-01-08,12.235054016113281,12.836666107177734,13.066665649414062,12.793333053588867,12.976666450500488,20675355
2015-01-09,12.212813377380371,12.813332557678223,13.166666030883789,12.783332824707031,12.84666633605957,25545282
2015-01-12,12.543233871459961,13.15999984741211,13.44333267211914,12.826665878295898,12.826665878295898,34046562
2015-01-13,12.810110092163086,13.4399995803833,13.630000114440918,13.166666030883789,13.333333015441895,39981255
2015-01-14,12.543233871459961,13.15999984741211,13.566665649414062,13.0,13.433333396911621,20968251
2015-01-15,12.41614818572998,13.026665687561035,13.293333053588867,12.859999656677246,13.199999809265137,17872650
2015-01-16,12.571825981140137,13.1899995803833,13.226666450500488,12.930000305175781,13.036665916442871,21819690
2015-01-19,12.17151165008545,12.770000457763672,13.476666450500488,12.59666633605957,13.140000343322754,32401341
2015-01-20,12.374845504760742,12.983332633972168,13.116665840148926,12.760000228881836,12.813332557678223,26251371
2015-01-21,12.543233871459961,13.15999984741211,13.260000228881836,12.983332633972168,13.029999732971191,27763101
2015-01-22,12.648077964782715,13.270000457763672,13.316665649414062,13.066665649414062,13.216666221618652,28588395
2015-01-23,12.743392944335938,13.369999885559082,13.653332710266113,13.293333053588867,13.316665649414062,42444438
2015-01-26,12.740215301513672,13.366665840148926,13.600000381469727,13.186665534973145,13.433333396911621,28588251
2015-01-27,12.708443641662598,13.333333015441895,13.466666221618652,13.199999809265137,13.366665840148926,31912017
2015-01-28,12.835526466369629,13.466666221618652,13.633333206176758,13.293333053588867,13.403332710266113,32680065
2015-01-29,12.632192611694336,13.25333309173584,13.529999732971191,13.140000343322754,13.513333320617676,27734511
2015-01-30,12.155625343322754,12.75333309173584,13.326665878295898,12.75,13.233332633972168,30568038
2015-02-02,12.222345352172852,12.823332786560059,12.970000267028809,12.5,12.666666030883789,15751845
2015-02-03,12.304950714111328,12.90999984741211,13.100000381469727,12.869999885559082,13.063332557678223,17622876
2015-02-04,12.158803939819336,12.75666618347168,13.116665840148926,12.666666030883789,13.116665840148926,27475449
2015-02-05,11.987238883972168,12.576665878295898,12.84000015258789,12.566665649414062,12.776665687561035,20888997
2015-02-06,11.510672569274902,12.076665878295898,12.706665992736816,11.970000267028809,12.66333293914795,32893599
2015-02-09,11.510672569274902,12.076665878295898,12.19666576385498,12.010000228881836,12.119999885559082,14402439
2015-02-10,11.799789428710938,12.380000114440918,12.4399995803833,12.036665916442871,12.16333293914795,17870982
2015-02-11,11.631401062011719,12.203332901000977,12.44666576385498,12.153332710266113,12.266666412353516,21411204
2015-02-12,12.034894943237305,12.626666069030762,12.656665802001953,12.149999618530273,12.216666221618652,30854604
2015-02-13,13.239021301269531,13.890000343322754,13.890000343322754,12.686665534973145,12.829999923706055,110816205
